image_path,annotation_path,city,width,height,crs,transform_json
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img153.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img153.png,Paris,1300,1300,EPSG:4326,"[2.7000000000002664e-06, 0.0, 2.24432639995, 0.0, -2.6999999999988997e-06, 49.0038309]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img154.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img154.png,Paris,1300,1300,EPSG:4326,"[2.7000000000002664e-06, 0.0, 2.24432639995, 0.0, -2.7000000000043656e-06, 49.0073409]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img157.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img157.png,Paris,1300,1300,EPSG:4326,"[2.7000000000002664e-06, 0.0, 2.24432639995, 0.0, -2.6999999999988997e-06, 49.0178709]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img158.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img158.png,Paris,1300,1300,EPSG:4326,"[2.7000000000002664e-06, 0.0, 2.24432639995, 0.0, -2.6999999999988997e-06, 49.0213809]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img159.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img159.png,Paris,1300,1300,EPSG:4326,"[2.7000000000002664e-06, 0.0, 2.24432639995, 0.0, -2.7000000000043656e-06, 49.0248909]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img16.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img16.png,Paris,1300,1300,EPSG:4326,"[2.699999992307958e-06, 0.0, 2.19518639997, 0.0, -2.6999999999988997e-06, 49.0494609]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img160.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img160.png,Paris,1300,1300,EPSG:4326,"[2.7000000000002664e-06, 0.0, 2.24432639995, 0.0, -2.6999999999988997e-06, 49.0284009]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img162.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img162.png,Paris,1300,1300,EPSG:4326,"[2.7000000000002664e-06, 0.0, 2.24432639995, 0.0, -2.6999999999988997e-06, 49.0354209]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img166.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img166.png,Paris,1300,1300,EPSG:4326,"[2.7000000000002664e-06, 0.0, 2.24432639995, 0.0, -2.6999999999988997e-06, 49.0494609]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img167.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img167.png,Paris,1300,1300,EPSG:4326,"[2.7000000000002664e-06, 0.0, 2.24432639995, 0.0, -2.6999999999988997e-06, 49.0529709]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img168.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img168.png,Paris,1300,1300,EPSG:4326,"[2.7000000000002664e-06, 0.0, 2.24432639995, 0.0, -2.6999999999988997e-06, 49.0564809]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img17.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img17.png,Paris,1300,1300,EPSG:4326,"[2.699999992307958e-06, 0.0, 2.19518639997, 0.0, -2.6999999999988997e-06, 49.0529709]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img172.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img172.png,Paris,1300,1300,EPSG:4326,"[2.6999999923076165e-06, 0.0, 2.24783639995, 0.0, -2.7000000000043656e-06, 48.9897909]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img173.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img173.png,Paris,1300,1300,EPSG:4326,"[2.6999999923076165e-06, 0.0, 2.24783639995, 0.0, -2.6999999999988997e-06, 48.9933009]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img174.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img174.png,Paris,1300,1300,EPSG:4326,"[2.6999999923076165e-06, 0.0, 2.24783639995, 0.0, -2.6999999999988997e-06, 48.9968109]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img175.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img175.png,Paris,1300,1300,EPSG:4326,"[2.6999999923076165e-06, 0.0, 2.24783639995, 0.0, -2.6999999999988997e-06, 49.0003209]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img176.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img176.png,Paris,1300,1300,EPSG:4326,"[2.6999999923076165e-06, 0.0, 2.24783639995, 0.0, -2.6999999999988997e-06, 49.0038309]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img179.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img179.png,Paris,1300,1300,EPSG:4326,"[2.6999999923076165e-06, 0.0, 2.24783639995, 0.0, -2.6999999999988997e-06, 49.0143609]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img18.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img18.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.19869639996, 0.0, -2.6999999999988997e-06, 49.0319109]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img182.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img182.png,Paris,1300,1300,EPSG:4326,"[2.6999999923076165e-06, 0.0, 2.24783639995, 0.0, -2.7000000000043656e-06, 49.0248909]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img184.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img184.png,Paris,1300,1300,EPSG:4326,"[2.6999999923076165e-06, 0.0, 2.24783639995, 0.0, -2.6999999999988997e-06, 49.0319109]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img185.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img185.png,Paris,1300,1300,EPSG:4326,"[2.6999999923076165e-06, 0.0, 2.24783639995, 0.0, -2.6999999999988997e-06, 49.0354209]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img187.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img187.png,Paris,1300,1300,EPSG:4326,"[2.6999999923076165e-06, 0.0, 2.24783639995, 0.0, -2.7000000000043656e-06, 49.0424409]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img189.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img189.png,Paris,1300,1300,EPSG:4326,"[2.6999999923076165e-06, 0.0, 2.24783639995, 0.0, -2.6999999999988997e-06, 49.0494609]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img19.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img19.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.19869639996, 0.0, -2.6999999999988997e-06, 49.0354209]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img190.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img190.png,Paris,1300,1300,EPSG:4326,"[2.6999999923076165e-06, 0.0, 2.24783639995, 0.0, -2.6999999999988997e-06, 49.0529709]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img191.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img191.png,Paris,1300,1300,EPSG:4326,"[2.6999999923076165e-06, 0.0, 2.24783639995, 0.0, -2.6999999999988997e-06, 49.0564809]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img192.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img192.png,Paris,1300,1300,EPSG:4326,"[2.6999999923076165e-06, 0.0, 2.24783639995, 0.0, -2.7000000000043656e-06, 49.0599909]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img193.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img193.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25134639994, 0.0, -2.6999999999988997e-06, 48.9827709]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img196.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img196.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25134639994, 0.0, -2.6999999999988997e-06, 48.9933009]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img197.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img197.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25134639994, 0.0, -2.6999999999988997e-06, 48.9968109]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img20.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img20.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.19869639996, 0.0, -2.6999999999988997e-06, 49.0389309]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img203.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img203.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25134639994, 0.0, -2.6999999999988997e-06, 49.0178709]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img205.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img205.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25134639994, 0.0, -2.7000000000043656e-06, 49.0248909]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img21.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img21.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.19869639996, 0.0, -2.7000000000043656e-06, 49.0424409]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img211.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img211.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25134639994, 0.0, -2.6999999999988997e-06, 49.0459509]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img212.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img212.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25134639994, 0.0, -2.6999999999988997e-06, 49.0494609]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img213.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img213.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25134639994, 0.0, -2.6999999999988997e-06, 49.0529709]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img215.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img215.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25134639994, 0.0, -2.7000000000043656e-06, 49.0599909]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img216.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img216.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25485639994, 0.0, -2.6999999999988997e-06, 48.9827709]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img217.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img217.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25485639994, 0.0, -2.6999999999988997e-06, 48.9862809]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img219.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img219.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25485639994, 0.0, -2.6999999999988997e-06, 48.9933009]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img220.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img220.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25485639994, 0.0, -2.6999999999988997e-06, 48.9968109]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img221.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img221.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25485639994, 0.0, -2.6999999999988997e-06, 49.0003209]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img222.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img222.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25485639994, 0.0, -2.6999999999988997e-06, 49.0038309]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img223.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img223.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25485639994, 0.0, -2.7000000000043656e-06, 49.0073409]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img225.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img225.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25485639994, 0.0, -2.6999999999988997e-06, 49.0143609]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img226.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img226.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25485639994, 0.0, -2.6999999999988997e-06, 49.0178709]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img227.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img227.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25485639994, 0.0, -2.6999999999988997e-06, 49.0213809]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img228.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img228.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25485639994, 0.0, -2.7000000000043656e-06, 49.0248909]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img229.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img229.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25485639994, 0.0, -2.6999999999988997e-06, 49.0284009]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img23.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img23.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.20220639996, 0.0, -2.6999999999988997e-06, 49.0284009]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img233.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img233.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25485639994, 0.0, -2.7000000000043656e-06, 49.0424409]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img234.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img234.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25485639994, 0.0, -2.6999999999988997e-06, 49.0459509]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img235.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img235.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25485639994, 0.0, -2.6999999999988997e-06, 49.0494609]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img237.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img237.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25485639994, 0.0, -2.6999999999988997e-06, 49.0564809]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img238.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img238.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25485639994, 0.0, -2.7000000000043656e-06, 49.0599909]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img239.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img239.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25836639994, 0.0, -2.6999999999988997e-06, 48.9792609]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img24.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img24.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.20220639996, 0.0, -2.6999999999988997e-06, 49.0319109]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img241.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img241.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25836639994, 0.0, -2.6999999999988997e-06, 48.9862809]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img242.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img242.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25836639994, 0.0, -2.7000000000043656e-06, 48.9897909]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img244.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img244.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25836639994, 0.0, -2.6999999999988997e-06, 48.9968109]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img245.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img245.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25836639994, 0.0, -2.6999999999988997e-06, 49.0003209]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img246.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img246.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25836639994, 0.0, -2.6999999999988997e-06, 49.0038309]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img248.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img248.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25836639994, 0.0, -2.6999999999988997e-06, 49.0108509]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img249.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img249.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25836639994, 0.0, -2.6999999999988997e-06, 49.0143609]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img250.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img250.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25836639994, 0.0, -2.6999999999988997e-06, 49.0178709]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img251.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img251.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25836639994, 0.0, -2.6999999999988997e-06, 49.0213809]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img252.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img252.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25836639994, 0.0, -2.7000000000043656e-06, 49.0248909]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img254.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img254.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25836639994, 0.0, -2.6999999999988997e-06, 49.0319109]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img256.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img256.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25836639994, 0.0, -2.6999999999988997e-06, 49.0389309]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img258.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img258.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25836639994, 0.0, -2.6999999999988997e-06, 49.0459509]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img259.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img259.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25836639994, 0.0, -2.6999999999988997e-06, 49.0494609]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img26.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img26.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.20220639996, 0.0, -2.6999999999988997e-06, 49.0389309]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img261.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img261.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.25836639994, 0.0, -2.6999999999988997e-06, 49.0564809]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img263.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img263.png,Paris,1300,1300,EPSG:4326,"[2.7000000000002664e-06, 0.0, 2.26187639994, 0.0, -2.6999999999988997e-06, 48.9792609]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img264.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img264.png,Paris,1300,1300,EPSG:4326,"[2.7000000000002664e-06, 0.0, 2.26187639994, 0.0, -2.6999999999988997e-06, 48.9827709]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img266.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img266.png,Paris,1300,1300,EPSG:4326,"[2.7000000000002664e-06, 0.0, 2.26187639994, 0.0, -2.7000000000043656e-06, 48.9897909]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img268.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img268.png,Paris,1300,1300,EPSG:4326,"[2.7000000000002664e-06, 0.0, 2.26187639994, 0.0, -2.6999999999988997e-06, 48.9968109]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img27.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img27.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.20220639996, 0.0, -2.7000000000043656e-06, 49.0424409]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img270.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img270.png,Paris,1300,1300,EPSG:4326,"[2.7000000000002664e-06, 0.0, 2.26187639994, 0.0, -2.6999999999988997e-06, 49.0038309]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img272.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img272.png,Paris,1300,1300,EPSG:4326,"[2.7000000000002664e-06, 0.0, 2.26187639994, 0.0, -2.6999999999988997e-06, 49.0108509]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img274.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img274.png,Paris,1300,1300,EPSG:4326,"[2.7000000000002664e-06, 0.0, 2.26187639994, 0.0, -2.6999999999988997e-06, 49.0178709]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img277.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img277.png,Paris,1300,1300,EPSG:4326,"[2.7000000000002664e-06, 0.0, 2.26187639994, 0.0, -2.6999999999988997e-06, 49.0284009]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img278.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img278.png,Paris,1300,1300,EPSG:4326,"[2.7000000000002664e-06, 0.0, 2.26187639994, 0.0, -2.6999999999988997e-06, 49.0319109]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img28.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img28.png,Paris,1300,1300,EPSG:4326,"[2.6999999999999246e-06, 0.0, 2.20571639996, 0.0, -2.7000000000043656e-06, 49.0248909]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img281.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img281.png,Paris,1300,1300,EPSG:4326,"[2.7000000000002664e-06, 0.0, 2.26187639994, 0.0, -2.7000000000043656e-06, 49.0424409]"
data\raw\Paris\images\SN3_roads_train_AOI_3_Paris_PS-RGB_img282.tif,data\raw\Paris\mask\SN3_roads_train_AOI_3_Paris_PS-RGB_img282.png,Paris,1300,1300,EPSG:4326,"[2.7000000000002664e-06, 0.0, 2.26187639994, 0.0, -2.6999999999988997e-06, 49.0459509]"
